ats_vendor,access_tier,ats_slug,cohort_reason,sector,sector_source,sector_confidence,sector_note,naics2,nyc_count,ny_state_count,total_count,remote_us_count,is_recruiter,sample_url
workday,1,fastretailing|wd3|headquarters_us_uniqlo,threshold: 5+ nyc postings,retail,agent,high,known Uniqlo,44,11,0,14,0,false,https://fastretailing.wd3.myworkdayjobs.com/headquarters_us_uniqlo/job/New-York-NY/Benefits-Analyse--Temp-_R00000004177155
ashby,1,bubble,threshold: 5+ nyc postings,software,agent,high,known no-code platform,51,11,0,14,0,false,https://jobs.ashbyhq.com/bubble/d5782f68-ca09-4785-b8a4-0c19deada9c1
ashby,1,joyfulhealth,threshold: 5+ nyc postings,software,agent,medium,health tech startup,51,11,0,13,0,false,https://jobs.ashbyhq.com/joyfulhealth/79d31dbc-da96-4124-96e8-d260afa6de92
lever,1,finch,threshold: 5+ nyc postings,software,agent,high,known HRIS API,51,11,0,13,0,false,https://jobs.lever.co/finch/150f739c-98d9-4aaa-8908-797b1322aff1
ashby,1,madhive,threshold: 5+ nyc postings,software,agent,high,known CTV adtech,51,11,0,13,1,false,https://jobs.ashbyhq.com/madhive/dc95a36f-42ba-4db2-ad6e-d7eb41207a17
paylocity,2,Enovate Consulting LLC,threshold: 5+ nyc postings,professional_services,agent,medium,titles: civil engineering inspection,54,11,0,13,0,true,https://recruiting.paylocity.com/recruiting/Jobs/Details/3816817
greenhouse,1,baublebar,threshold: 5+ nyc postings,consumer_goods,agent,high,known jewelry brand,31,11,1,13,0,false,https://boards.greenhouse.io/baublebar/jobs/8001447?gh_jid=8001447
greenhouse,1,cais,threshold: 5+ nyc postings,fintech_finance,agent,high,known alts platform,52,11,0,12,0,false,https://job-boards.greenhouse.io/cais/jobs/8613254002
paylocity,2,Imogen Roche Foundation Inc,threshold: 5+ nyc postings,nonprofit_social_services,agent,medium,titles: afterschool programs,62,11,0,11,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4359139
paylocity,2,Nexus T,threshold: 5+ nyc postings,hospitality_food,agent,medium,"titles: bartender, line cook",72,11,0,11,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/1898094
ashby,1,sapien,threshold: 5+ nyc postings,ai,agent,medium,"AI startup, applied AI titles",54,11,0,11,0,false,https://jobs.ashbyhq.com/sapien/b31a944b-075f-4302-834f-f949cd3db267
ashby,1,clarion,threshold: 5+ nyc postings,ai,agent,medium,AI healthcare voice agents,54,11,0,11,0,false,https://jobs.ashbyhq.com/clarion/a98fe320-82a4-48f4-815b-5b1c890d4865
bamboohr,1,assistambulance,threshold: 5+ nyc postings,healthcare,agent,medium,"titles: EMT, paramedic, ambulance",62,11,0,11,0,false,https://assistambulance.bamboohr.com/careers/289
ashby,1,doji,threshold: 5+ nyc postings,ai,agent,medium,AI virtual try-on app,54,11,0,11,0,false,https://jobs.ashbyhq.com/doji/d75d9502-cb98-4e3e-b55e-b43c15e7c127
paylocity,2,Breakaway Hoops LLC,threshold: 5+ nyc postings,education,agent,medium,titles: youth sports coaching,61,11,0,11,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/1291968
ashby,1,mutiny,threshold: 5+ nyc postings,software,agent,high,known ABM marketing saas,51,11,0,11,0,false,https://jobs.ashbyhq.com/mutiny/c152fd1d-1f53-468b-923c-d29a3afaec0c
ashby,1,knot,threshold: 5+ nyc postings,software,agent,high,known card-on-file API,51,11,0,11,0,false,https://jobs.ashbyhq.com/knot/bdfbedb4-7567-4caa-ae69-66cb39bee43e
ashby,1,bjakcareer,threshold: 5+ nyc postings,fintech_finance,agent,medium,"insurance aggregator, AI finance titles",52,10,10,3729,0,false,https://jobs.ashbyhq.com/bjakcareer/1080c9cb-f5fa-4ce7-88ec-cd888027ca6a
greenhouse,1,speechify,threshold: 5+ nyc postings,ai,agent,high,known company,54,10,30,1949,0,false,https://job-boards.greenhouse.io/speechify/jobs/6121760004
workday,1,cvshealth|wd1|cvs_health_careers,threshold: 5+ nyc postings,healthcare,agent,high,known company,62,10,36,1233,0,false,https://cvshealth.wd1.myworkdayjobs.com/cvs_health_careers/job/MI---Brooklyn/District-Support-Pharmacist-Full-Time_R1012105-1
greenhouse,1,tysonmendesllp,threshold: 5+ nyc postings,professional_services,agent,high,law firm,54,10,0,280,0,false,https://job-boards.greenhouse.io/tysonmendesllp/jobs/5374469008
greenhouse,1,anaplan,threshold: 5+ nyc postings,software,agent,high,known company,51,10,4,238,8,false,https://job-boards.greenhouse.io/anaplan/jobs/8615150002
workday,1,eisneramper|wd1|eisneramper_external,threshold: 5+ nyc postings,professional_services,agent,high,accounting firm,54,10,10,224,0,false,https://eisneramper.wd1.myworkdayjobs.com/eisneramper_external/job/New-York/Business-Development-Associate---Outsourced-Services_Req-9052
greenhouse,1,wizinc,threshold: 5+ nyc postings,software,agent,high,known company,51,10,0,189,39,false,https://www.wiz.io/careers/job/4702187006/:title?gh_jid=4702187006
greenhouse,1,gleanwork,threshold: 5+ nyc postings,ai,agent,high,known company,54,10,0,151,15,false,https://job-boards.greenhouse.io/gleanwork/jobs/4661879005
lever,1,crosscountry-consulting,threshold: 5+ nyc postings,professional_services,agent,high,consulting titles override recruiter flag,54,10,0,118,0,true,https://jobs.lever.co/crosscountry-consulting/7e5f8d50-6e7c-4a5f-8ed1-5d0d71f4f703
greenhouse,1,toogoodtogo,threshold: 5+ nyc postings,software,agent,medium,food surplus marketplace app,51,10,0,116,0,false,https://job-boards.greenhouse.io/toogoodtogo/jobs/7774055003
workday,1,situsamc|wd1|situsamc,threshold: 5+ nyc postings,real_estate_proptech,agent,high,CRE loan services,53,10,0,110,0,false,https://situsamc.wd1.myworkdayjobs.com/situsamc/job/New-York-NY/Analyst---Due-Diligence--Securitized-Products--US-Assets---Consumer-_JR02454
greenhouse,1,ascendtogether,threshold: 5+ nyc postings,professional_services,agent,high,accounting firm platform,54,10,1,110,13,false,https://www.ascendtogether.com/partner-firms-jobs/?gh_jid=5186316007
greenhouse,1,launch2,threshold: 5+ nyc postings,media_advertising,agent,low,"unrecognized, adtech/marketing data titles",51,10,0,103,1,false,https://job-boards.greenhouse.io/launch2/jobs/6129475004
greenhouse,1,inmobi,threshold: 5+ nyc postings,software,agent,high,adtech platform,51,10,3,89,0,false,https://job-boards.greenhouse.io/inmobi/jobs/7363893
paylocity,2,Career Systems Development Corporation,threshold: 5+ nyc postings,education,agent,medium,job corps center operator,61,10,3,87,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4373459
greenhouse,1,similarweb,threshold: 5+ nyc postings,software,agent,high,known company,51,10,0,86,0,false,https://job-boards.greenhouse.io/similarweb/jobs/8080284
workday,1,teamwass|wd5|wassermancareers,threshold: 5+ nyc postings,media_advertising,agent,high,sports marketing agency,51,10,0,85,0,false,https://teamwass.wd5.myworkdayjobs.com/wassermancareers/job/USA-NY---Brooklyn-Dumbo/ACD--Experiential_R5281
workday,1,caa|wd1|careers,threshold: 5+ nyc postings,media_advertising,agent,high,talent agency,51,10,0,84,0,false,https://caa.wd1.myworkdayjobs.com/careers/job/New-York-NY/Account-Manager--Sports---Brand-Consulting_JR8819
greenhouse,1,operationscareers,threshold: 5+ nyc postings,logistics_delivery,agent,medium,titles: e-scooter delivery drivers,48,10,8,83,0,false,https://job-boards.greenhouse.io/operationscareers/jobs/6147183004
greenhouse,1,teneolinkedin,threshold: 5+ nyc postings,professional_services,agent,high,advisory firm,54,10,15,75,0,false,https://job-boards.greenhouse.io/teneolinkedin/jobs/7818039003
greenhouse,1,secretariatadvisorsllc,threshold: 5+ nyc postings,professional_services,agent,high,expert consulting,54,10,0,72,2,false,https://job-boards.greenhouse.io/secretariatadvisorsllc/jobs/4284863009
greenhouse,1,collibra,threshold: 5+ nyc postings,software,agent,high,known company,51,10,0,68,22,false,https://www.collibra.com/us/en/company/careers/job-listing/?gh_jid=8156414
workday,1,ci|wd3|corient_external_career-site,threshold: 5+ nyc postings,fintech_finance,agent,high,wealth management,52,10,1,66,0,false,https://ci.wd3.myworkdayjobs.com/corient_external_career-site/job/US-NY-Midtown-101-Park-Ave-3100/Client-Service-Specialist-II_JR5560
workday,1,ceritypartners|wd12|ceritypartnerscareers,threshold: 5+ nyc postings,fintech_finance,agent,high,wealth management,52,10,1,65,0,false,https://ceritypartners.wd12.myworkdayjobs.com/ceritypartnerscareers/job/New-York-City-NY/Business-Integration---Change-Management-Associate_R685
greenhouse,1,serhant,threshold: 5+ nyc postings,real_estate_proptech,agent,high,brokerage,53,10,4,56,8,false,https://job-boards.greenhouse.io/serhant/jobs/4354434009
greenhouse,1,arcesiumllc,threshold: 5+ nyc postings,fintech_finance,agent,high,asset manager fintech,52,10,10,51,0,false,https://job-boards.greenhouse.io/arcesiumllc/jobs/5092481007
greenhouse,1,sphereentertainment,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,10,0,51,0,false,https://www.sphereentertainmentco.com/job/5212535007?gh_jid=5212535007
greenhouse,1,patientpoint,threshold: 5+ nyc postings,media_advertising,agent,medium,point-of-care advertising,51,10,2,49,15,false,https://job-boards.greenhouse.io/patientpoint/jobs/4723961005
workday,1,datasite|wd1|datasite,threshold: 5+ nyc postings,software,agent,high,known company,51,10,0,46,1,false,https://datasite.wd1.myworkdayjobs.com/datasite/job/USA---NY---New-York-City---BlueFlame-AI--Grata/Data-Engineering-Team-Lead---Grata_R36261
greenhouse,1,orchestra,threshold: 5+ nyc postings,media_advertising,agent,high,PR agency holding,51,10,27,45,0,false,https://job-boards.greenhouse.io/orchestra/jobs/8407787002
ashby,1,elliptic,threshold: 5+ nyc postings,crypto,agent,high,crypto compliance analytics,52,10,10,43,0,false,https://jobs.ashbyhq.com/elliptic/fffec866-3133-4c80-8773-d39e6b9b8bae
ashby,1,peec,threshold: 5+ nyc postings,software,agent,medium,AI search analytics saas,51,10,0,40,0,false,https://jobs.ashbyhq.com/peec/bb3175c3-e541-4d07-b7b7-d727c9998a66
ashby,1,fonoa,threshold: 5+ nyc postings,software,agent,high,tax compliance saas,51,10,10,39,1,false,https://jobs.ashbyhq.com/fonoa/80cfb93a-d0ef-46e9-a20d-0e46f4927056
ashby,1,campfire,threshold: 5+ nyc postings,software,agent,medium,accounting saas,51,10,10,36,0,false,https://jobs.ashbyhq.com/campfire/e343e203-264c-49da-93a2-2db69e081488
ashby,1,campus,threshold: 5+ nyc postings,education,agent,high,online college,61,10,0,35,0,false,https://jobs.ashbyhq.com/campus/90d2b45b-369e-4ee6-adb2-5fb103de8674
greenhouse,1,theorchard,threshold: 5+ nyc postings,media_advertising,agent,high,music distribution,51,10,9,32,0,false,https://job-boards.greenhouse.io/theorchard/jobs/8394551002
workday,1,lifung|wd3|lifung,threshold: 5+ nyc postings,consumer_goods,agent,medium,sourcing for apparel/hard goods,31,10,10,32,0,false,https://lifung.wd3.myworkdayjobs.com/lifung/job/New-York/Assistant-Knitwear-Designer_V98195
greenhouse,1,pallet,threshold: 5+ nyc postings,ai,agent,medium,AI logistics agents,54,10,9,30,3,false,https://job-boards.greenhouse.io/pallet/jobs/5135493007
ashby,1,canals,threshold: 5+ nyc postings,ai,agent,medium,supply chain AI,54,10,10,29,0,false,https://jobs.ashbyhq.com/canals/1ee41f4b-c78e-44a7-b2cf-d1fb7ff07688
greenhouse,1,axq,threshold: 5+ nyc postings,fintech_finance,agent,medium,titles: quant trading,52,10,10,29,0,false,https://job-boards.greenhouse.io/axq/jobs/5695402004
greenhouse,1,financialtechnologypartners,threshold: 5+ nyc postings,fintech_finance,agent,high,investment bank,52,10,2,28,0,false,https://job-boards.greenhouse.io/financialtechnologypartners/jobs/8643781002
paylocity,2,Goldberg Miller & Rubin,threshold: 5+ nyc postings,professional_services,agent,high,law firm,54,10,0,26,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4360873
ashby,1,prior-labs,threshold: 5+ nyc postings,ai,agent,high,foundation model lab,54,10,10,26,0,false,https://jobs.ashbyhq.com/prior-labs/73eb6771-8f85-4a0a-8362-ef8a84c2680c
ashby,1,latent,threshold: 5+ nyc postings,ai,agent,medium,healthcare AI,54,10,0,24,0,false,https://jobs.ashbyhq.com/latent/05905486-4f89-489c-8fcd-d3fb70206fc8
ashby,1,hellopatient,threshold: 5+ nyc postings,ai,agent,medium,AI agents for clinics,54,10,0,23,2,false,https://jobs.ashbyhq.com/hellopatient/9ff4cfde-2b16-4955-83e1-69f3b47815e9
ashby,1,wealth-com,threshold: 5+ nyc postings,fintech_finance,agent,high,estate planning platform,52,10,3,22,7,false,https://jobs.ashbyhq.com/wealth-com/9381f59f-2c51-4cb1-bcd6-228356e39f00
ashby,1,junior,threshold: 5+ nyc postings,ai,agent,low,"unrecognized, AI deployment titles",54,10,0,21,0,false,https://jobs.ashbyhq.com/junior/90f24f89-76c9-41fe-938d-de303347c5c2
bamboohr,1,sohodragon,threshold: 5+ nyc postings,staffing,agent,medium,"contractor titles, IT consultancy",56,10,0,21,0,false,https://sohodragon.bamboohr.com/careers/1267
lever,1,ppfa,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known org,62,10,0,20,0,false,https://jobs.lever.co/ppfa/c564c66c-5b44-4e5b-b68a-61e5e3ffaa11
ashby,1,stuut-ai,threshold: 5+ nyc postings,ai,agent,medium,AI AR automation,54,10,0,19,0,false,https://jobs.ashbyhq.com/stuut-ai/e7f0c9b7-f145-4860-ad18-089b066e526d
greenhouse,1,attain,threshold: 5+ nyc postings,software,agent,medium,consumer data adtech,51,10,0,18,0,false,https://job-boards.greenhouse.io/attain/jobs/6015299004
greenhouse,1,deepintent,threshold: 5+ nyc postings,software,agent,high,healthcare adtech platform,51,10,0,18,0,false,https://job-boards.greenhouse.io/deepintent/jobs/5979034004
ashby,1,adaptivesecurity,threshold: 5+ nyc postings,software,agent,medium,security awareness saas,51,10,0,18,0,false,https://jobs.ashbyhq.com/adaptivesecurity/8cfc4395-1f50-4f18-acc3-5191b7d502e0
greenhouse,1,noomgrowth,threshold: 5+ nyc postings,healthcare,agent,high,known company,62,10,0,17,0,false,https://www.noom.com/careers/job-listings/?gh_jid=8097795
workday,1,fortress|wd503|careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,10,0,14,0,false,https://fortress.wd503.myworkdayjobs.com/careers/job/New-York-New-York/Analyst---Associate--Sales-Strategy---Analytics_0172
greenhouse,1,supergoop,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,10,0,14,0,false,https://job-boards.greenhouse.io/supergoop/jobs/4699723005
lever,1,momenti-inc,threshold: 5+ nyc postings,ai,agent,low,"unrecognized, computer vision titles",54,10,0,14,0,false,https://jobs.lever.co/momenti-inc/c1bf47c7-944c-4fff-8b34-40301e971518
greenhouse,1,emarketer,threshold: 5+ nyc postings,media_advertising,agent,high,research publisher,51,10,0,13,0,false,https://job-boards.greenhouse.io/emarketer/jobs/6145278004
ashby,1,titan,threshold: 5+ nyc postings,fintech_finance,agent,high,investing app,52,10,10,10,0,false,https://jobs.ashbyhq.com/titan/a052cfb9-b84c-425f-8875-f37a33d2200e
ashby,1,sei-labs,threshold: 5+ nyc postings,crypto,agent,high,L1 blockchain,52,10,0,10,0,false,https://jobs.ashbyhq.com/sei-labs/0111566c-1da6-432b-b813-f5b0a12bdcf0
greenhouse,1,flatironenergy,threshold: 5+ nyc postings,industrial_construction,agent,medium,energy storage developer,23,10,0,10,0,false,https://job-boards.greenhouse.io/flatironenergy/jobs/5239708008
ashby,1,modernfi,threshold: 5+ nyc postings,fintech_finance,agent,high,bank deposit network,52,10,7,10,0,false,https://jobs.ashbyhq.com/modernfi/c89ebae8-8238-4de4-bf5e-ac5102bae4ad
ashby,1,extend,threshold: 5+ nyc postings,ai,agent,medium,document AI,54,10,0,10,0,false,https://jobs.ashbyhq.com/extend/401bbcd4-4d3f-4e96-b68a-62e8ea98a73d
ashby,1,blackbird-labs-inc,threshold: 5+ nyc postings,software,agent,medium,restaurant loyalty platform,51,10,10,10,0,false,https://jobs.ashbyhq.com/blackbird-labs-inc/15c54844-528b-40a3-9c3d-62b95ce3a90e
greenhouse,1,octaura,threshold: 5+ nyc postings,fintech_finance,agent,high,loan trading platform,52,10,10,10,0,false,https://job-boards.greenhouse.io/octaura/jobs/5155548007
paylocity,2,Beyer Blinder Belle Architects and Planners LLP,threshold: 5+ nyc postings,professional_services,agent,high,architecture firm,54,10,0,10,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4379094
ashby,1,hanover-park,threshold: 5+ nyc postings,software,agent,low,"unrecognized, fund ops startup",51,10,0,10,0,false,https://jobs.ashbyhq.com/hanover-park/dedfcc67-633f-4d41-ac77-09ae9b8452c1
ashby,1,podium-automation,threshold: 5+ nyc postings,industrial_construction,agent,low,"unrecognized, assembly technician titles",23,10,0,10,0,false,https://jobs.ashbyhq.com/podium-automation/460aee7d-f64d-44fd-a1b6-d13b48b3b05a
greenhouse,1,xantium,threshold: 5+ nyc postings,fintech_finance,agent,medium,titles: quant trading,52,10,0,10,0,false,https://job-boards.greenhouse.io/xantium/jobs/4178187009
greenhouse,1,roivantsciences,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,10,0,10,0,false,https://job-boards.greenhouse.io/roivantsciences/jobs/6637157
ashby,1,shiftsmart,threshold: 5+ nyc postings,staffing,agent,medium,labor marketplace,56,10,0,10,0,false,https://jobs.ashbyhq.com/shiftsmart/d59ee6b2-92ce-4c28-824d-387537cc1627
ashby,1,glide,threshold: 5+ nyc postings,software,agent,high,no-code platform,51,10,0,10,0,false,https://jobs.ashbyhq.com/glide/235d23b6-e5da-4534-a699-f8cbe4c9b1c3
workday,1,topgolf|wd501|topgolfcareers,threshold: 5+ nyc postings,hospitality_food,agent,high,known company,72,9,10,1171,0,false,https://topgolf.wd501.myworkdayjobs.com/topgolfcareers/job/Brooklyn-Center-Minnesota/Bar-Back_JR2023-22494
greenhouse,1,housebuyersofamerica,threshold: 5+ nyc postings,real_estate_proptech,agent,high,home buyer,53,9,0,636,0,false,https://job-boards.greenhouse.io/housebuyersofamerica/jobs/4052304009
workday,1,tmobile|wd1|external,threshold: 5+ nyc postings,retail,agent,medium,"telecom, retail store titles",44,9,8,431,0,false,https://tmobile.wd1.myworkdayjobs.com/external/job/New-York-New-York/Finance-Manager--Brand-Partnerships--Enterprise-Solutions----RMN_REQ368422-1
workday,1,keybank|wd5|external_career_site,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,9,74,421,6,false,https://keybank.wd5.myworkdayjobs.com/external_career_site/job/New-York-NY/XMLNAME-2027-Summer-Real-Estate-Capital-Internship---New-York-City-IPG_R-41562
workday,1,sec|wd3|samsung_careers,threshold: 5+ nyc postings,industrial_construction,agent,high,semiconductor fab,23,9,0,397,0,false,https://sec.wd3.myworkdayjobs.com/samsung_careers/job/One-Pennsylvania-Plaza-26th-Floor-New-York-NY-USA/Customer-Success-Manager--Weather_R119602
workday,1,swarovski|wd3|swarovski,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,9,6,382,0,false,https://swarovski.wd3.myworkdayjobs.com/swarovski/job/Brooklyn-NY-USA/Retail-Sales-Consultant---Part-Time---City-Point---Brooklyn--NY_R-114195
workday,1,firststudent|wd1|firststudent,threshold: 5+ nyc postings,logistics_delivery,agent,high,school bus operator,48,9,40,372,0,false,https://firststudent.wd1.myworkdayjobs.com/firststudent/job/BROOKLYN-NY---LOGAN-ST/Access-A-Ride-Paratransit-Drivers--Full-Time--MAGGIES-_JR14080
workday,1,loewshotels|wd5|loewshotels,threshold: 5+ nyc postings,hospitality_food,agent,high,known company,72,9,0,311,0,false,https://loewshotels.wd5.myworkdayjobs.com/loewshotels/job/NY---New-York---Loews-Regency-Hotel/Engineering-Manager_R0087547
greenhouse,1,precisionmedicinegroup,threshold: 5+ nyc postings,biotech_pharma,agent,high,CRO,32,9,0,288,60,false,https://job-boards.greenhouse.io/precisionmedicinegroup/jobs/6115100004
workday,1,theirc|wd1|external_careers,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known org,62,9,0,268,0,false,https://theirc.wd1.myworkdayjobs.com/external_careers/job/New-York-NY-HQ-USA/Administrative---Department-Manager--CRRD_JR00004773
greenhouse,1,workato,threshold: 5+ nyc postings,software,agent,high,known company,51,9,0,205,0,false,"https://www.workato.com/careers?gh_jid=8731391002#open-roles"
paylocity,2,StepStone Hospitality Inc.,threshold: 5+ nyc postings,hospitality_food,agent,high,hotel operator,72,9,0,203,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4383381
lever,1,filevine,threshold: 5+ nyc postings,software,agent,high,legal saas,51,9,9,168,0,false,https://jobs.lever.co/filevine/03d966dd-bddd-4a19-8aea-667d3e2c1439
workday,1,iheartmedia|wd5|external_ihm,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,9,5,164,0,false,https://iheartmedia.wd5.myworkdayjobs.com/external_ihm/job/New-York-NY-55th-St/Account-Coordinator_Req39150-1
greenhouse,1,madisonreedcolorbar,threshold: 5+ nyc postings,consumer_goods,agent,medium,"beauty brand, salon titles",31,9,6,144,0,false,https://app.careerpuck.com/job-board/madisonreedcolorbar/job/7002909?gh_jid=7002909
workday,1,mobility|wd503|mobility,threshold: 5+ nyc postings,unknown,agent,low,"unrecognized, mixed titles",,9,1,129,0,false,https://mobility.wd503.myworkdayjobs.com/mobility/job/New-York-NY/Associate-Director---Software-Engineering_337
greenhouse,1,behavox,threshold: 5+ nyc postings,software,agent,high,compliance saas,51,9,3,116,0,false,https://job-boards.greenhouse.io/behavox/jobs/8106005
ashby,1,replit,threshold: 5+ nyc postings,software,agent,high,known company,51,9,0,109,0,false,https://jobs.ashbyhq.com/replit/ecebead2-74fc-4d00-98c5-6f67266cbab5
workday,1,roberthalf|wd1|protivitina,threshold: 5+ nyc postings,professional_services,agent,high,Protiviti consulting,54,9,0,99,0,false,https://roberthalf.wd1.myworkdayjobs.com/protivitina/job/NEW-YORK-CITY/Business-Performance-Improvement---Finance---Performance-Management--Financial-Services--Director_JR-261400
greenhouse,1,nationallifeinsurancecompany,threshold: 5+ nyc postings,fintech_finance,agent,high,insurer,52,9,0,95,7,false,https://job-boards.greenhouse.io/nationallifeinsurancecompany/jobs/4057456009
greenhouse,1,ambiententerprises,threshold: 5+ nyc postings,industrial_construction,agent,high,HVAC services,23,9,1,93,0,false,https://job-boards.greenhouse.io/ambiententerprises/jobs/5398549008
workday,1,tinuiti|wd12|tinuiti,threshold: 5+ nyc postings,media_advertising,agent,high,performance marketing agency,51,9,0,78,52,false,https://tinuiti.wd12.myworkdayjobs.com/tinuiti/job/New-York-City/Client-Partner---Growth-Lead_R26_486
greenhouse,1,unframe,threshold: 5+ nyc postings,ai,agent,medium,enterprise AI platform,54,9,0,76,0,false,https://job-boards.eu.greenhouse.io/unframe/jobs/4944228101
ashby,1,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,threshold: 5+ nyc postings,staffing,agent,medium,multi-company counsel job aggregator,56,9,17,75,0,false,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/71c61d56-1bed-409d-957f-02a849637403
greenhouse,1,revloncorporate,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,9,0,70,1,false,https://job-boards.greenhouse.io/revloncorporate/jobs/5393011008
greenhouse,1,theknotworldwide,threshold: 5+ nyc postings,software,agent,high,wedding marketplace,51,9,0,62,5,false,https://job-boards.greenhouse.io/theknotworldwide/jobs/4742842008
greenhouse,1,thebrattlegroup,threshold: 5+ nyc postings,professional_services,agent,high,economic consulting,54,9,0,57,0,false,https://job-boards.greenhouse.io/thebrattlegroup/jobs/4726471005
ashby,1,attio,threshold: 5+ nyc postings,software,agent,high,"known company, CRM saas",51,9,9,56,0,false,https://jobs.ashbyhq.com/attio/d3f7d63a-2646-449e-b244-cd74e270fb5c
greenhouse,1,sollishealth,threshold: 5+ nyc postings,healthcare,agent,high,known concierge medical,62,9,6,51,0,false,https://job-boards.greenhouse.io/sollishealth/jobs/7820682003
workday,1,heidrick|wd1|heidrickandstruggles,threshold: 5+ nyc postings,staffing,agent,high,known executive search firm,56,9,0,50,0,false,https://heidrick.wd1.myworkdayjobs.com/heidrickandstruggles/job/New-York-City/Executive-Search-Associate--Financial-Officers_R2617891
ashby,1,candidhealth,threshold: 5+ nyc postings,software,agent,high,known healthcare billing saas,51,9,14,45,4,false,https://jobs.ashbyhq.com/candidhealth/38cc9ce5-9330-4333-ae15-719fd0ed4e75
workday,1,som|wd5|external,threshold: 5+ nyc postings,professional_services,agent,high,known architecture firm,54,9,9,42,0,false,https://som.wd5.myworkdayjobs.com/external/job/New-York/Associate-General-Council_R-4134
workday,1,dowjones|wd1|news_corp_careers,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,9,0,42,0,false,https://dowjones.wd1.myworkdayjobs.com/news_corp_careers/job/NYC---1211-Ave-of-the-Americas/Director--Technology-Vendor-Management_Job_Req_53433
greenhouse,1,oldmissioncapital,threshold: 5+ nyc postings,fintech_finance,agent,high,known trading firm,52,9,0,40,0,false,https://www.oldmissioncapital.com/careers/?gh_jid=7796044003
ashby,1,taptapsend,threshold: 5+ nyc postings,fintech_finance,agent,high,known remittance app,52,9,9,39,0,false,https://jobs.ashbyhq.com/taptapsend/7b6d9fb2-ab3d-4054-bfb8-b09d8af9ae47
lever,1,wintermute-trading,threshold: 5+ nyc postings,crypto,agent,high,known crypto market maker,52,9,16,38,0,false,https://jobs.lever.co/wintermute-trading/8119b21c-aa47-4113-bd25-f785f8fc44c1
ashby,1,rillet,threshold: 5+ nyc postings,software,agent,high,known accounting saas,51,9,0,35,0,false,https://jobs.ashbyhq.com/rillet/6f9b55c0-7f35-4574-8231-180867c6f42f
workday,1,wmeimg|wd1|160over90us,threshold: 5+ nyc postings,media_advertising,agent,high,known agency,51,9,0,33,0,false,https://wmeimg.wd1.myworkdayjobs.com/160over90us/job/NY-New-York---Park-Ave-South/Account-Coordinator--PR---Comms_JR28697
greenhouse,1,riskified,threshold: 5+ nyc postings,software,agent,high,known fraud prevention saas,51,9,9,32,0,false,https://www.riskified.com/careers/job-description/?gh_jid=8541108002
greenhouse,1,prophet,threshold: 5+ nyc postings,professional_services,agent,high,known brand consultancy,54,9,9,30,0,false,https://job-boards.greenhouse.io/prophet/jobs/4684975005
greenhouse,1,schrdinger,threshold: 5+ nyc postings,biotech_pharma,agent,high,known drug discovery software,32,9,15,27,0,false,https://job-boards.greenhouse.io/schrdinger/jobs/7764965003
ashby,1,wordsmith,threshold: 5+ nyc postings,ai,agent,medium,legal AI startup,54,9,9,26,0,false,https://jobs.ashbyhq.com/wordsmith/b3791db3-2c5c-44e8-98ba-65f3fab2cd5e
ashby,1,conveo,threshold: 5+ nyc postings,ai,agent,medium,AI research interviews startup,54,9,9,25,0,false,https://jobs.ashbyhq.com/conveo/84b30292-22be-48b9-98e8-3d3206e91411
greenhouse,1,sixthstreet,threshold: 5+ nyc postings,fintech_finance,agent,high,known investment firm,52,9,11,24,0,false,https://job-boards.greenhouse.io/sixthstreet/jobs/7553624003
ashby,1,flaglerhealth,threshold: 5+ nyc postings,healthcare,agent,medium,"titles: remote nurse, RCM",62,9,0,24,0,false,https://jobs.ashbyhq.com/flaglerhealth/e758d675-82f0-4a16-ae0b-251b7a0b118f
greenhouse,1,jobsatphamily,threshold: 5+ nyc postings,healthcare,agent,medium,"titles: clinical RN, care coordination",62,9,0,24,0,false,https://job-boards.greenhouse.io/jobsatphamily/jobs/5179483008
greenhouse,1,oulahealth,threshold: 5+ nyc postings,healthcare,agent,high,known maternity clinics,62,9,1,23,0,false,https://job-boards.greenhouse.io/oulahealth/jobs/5413402008
