"ats_vendor","ats_slug","sector","confidence","note"
"lever","merklescience","crypto","high","blockchain analytics"
"lever","metergysolutions","industrial_construction","medium","utility submetering services"
"lever","metopera","nonprofit_social_services","high","arts nonprofit"
"lever","milltownpartners","professional_services","medium","comms consulting"
"lever","mixlab","healthcare","high","known veterinary compounding pharmacy"
"lever","modernlife","fintech_finance","high","known life insurance brokerage"
"lever","momenti-inc","ai","low","unrecognized, computer vision titles"
"lever","morningbrew","media_advertising","high","known company"
"lever","myodetox","healthcare","high","titles: chiropractor"
"lever","myvessel","industrial_construction","medium","titles: construction superintendent"
"lever","nitra","fintech_finance","medium","payments for medical practices"
"lever","palantir","software","high","known company"
"lever","pigment","software","high","known planning saas"
"lever","portagepointpartners","professional_services","high","advisory firm"
"lever","ppfa","nonprofit_social_services","high","known org"
"lever","princesspolly","retail","high","known fashion retailer"
"lever","princeton10","media_advertising","medium","titles: healthcare advertising agency"
"lever","project-healthy-minds","nonprofit_social_services","high","known mental health nonprofit"
"lever","provectus","professional_services","medium","AI consultancy"
"lever","riverdale","education","high","known company, Riverdale Country School"
"lever","ro","healthcare","high","telehealth and pharmacy"
"lever","sambatv","software","medium","TV measurement adtech"
"lever","sar","education","high","titles: teachers, sar academy"
"lever","schmidt-entities","nonprofit_social_services","high","known philanthropy"
"lever","serotonin","media_advertising","medium","web3 marketing agency"
"lever","shopback-2","software","high","known cashback platform"
"lever","simulmedia","software","high","known TV adtech"
"lever","skillerszone","staffing","medium","remote data entry postings"
"lever","solidcore","healthcare","low","fitness studios, no fitness sector"
"lever","solutuslegal","staffing","high","legal recruiting firm"
"lever","spear","healthcare","high","SPEAR physical therapy"
"lever","spotify","media_advertising","high","known company"
"lever","sunshinesachs","media_advertising","high","known PR agency"
"lever","therealdeal","media_advertising","high","known publisher"
"lever","thinkahead","professional_services","high","known IT solutions provider"
"lever","todaytixgroup","software","high","known company"
"lever","tracksuit-limited","software","high","known brand tracking saas"
"lever","true-environmental","professional_services","medium","environmental engineering consulting"
"lever","tsmg","professional_services","medium","data collection field services"
"lever","usasurveyjob","staffing","low","remote data entry job board"
"lever","veeva","software","high","known company"
"lever","vevo","media_advertising","high","known company"
"lever","vivenu","software","high","known ticketing saas"
"lever","vivrelle","retail","medium","luxury accessory rental"
"lever","waremalcomb","professional_services","high","known architecture firm"
"lever","wearedream","education","high","DREAM charter school"
"lever","wintermute-trading","crypto","high","known crypto market maker"
"lever","wpromote","media_advertising","high","known agency"
"paylocity","ACMH INC","nonprofit_social_services","high","supportive housing nonprofit"
"paylocity","ADAPT Community Network","nonprofit_social_services","high","known disability services nonprofit"
"paylocity","ALL ROLES","unknown","low","generic slug, gym titles"
"paylocity","ARC Health Partners","healthcare","high","titles: behavioral health clinicians"
"paylocity","Astor Services","nonprofit_social_services","high","known behavioral health nonprofit"
"paylocity","Autism Care Partners","healthcare","high","titles: ABA therapy"
"paylocity","Bedford Stuyvesant New Beginnings Charter Schools","education","high","charter school"
"paylocity","Beyer Blinder Belle Architects and Planners LLP","professional_services","high","architecture firm"
"paylocity","Big Brothers Big Sisters of New York City Inc","nonprofit_social_services","high","known mentoring nonprofit"
"paylocity","Biz2Credit Inc","fintech_finance","high","known small business lender"
"paylocity","Bloomsbury","media_advertising","high","known publisher"
"paylocity","Breakaway Hoops LLC","education","medium","titles: youth sports coaching"
"paylocity","Brownsville Community Development Corp","healthcare","high","community health center titles"
"paylocity","Career Systems Development Corporation","education","medium","job corps center operator"
"paylocity","Center For Family Life in Sunset Park Inc","nonprofit_social_services","high","known community org"
"paylocity","Central Amusement International Inc.","hospitality_food","medium","amusement park operator, luna park"
"paylocity","Community Health Action of Staten","nonprofit_social_services","high","community health nonprofit"
"paylocity","DGA SECURITY SYSTEMS INC","industrial_construction","medium","titles: fire alarm technicians"
"paylocity","Damian Family Care Centers Inc","healthcare","high","titles: medical assistants, clinic"
"paylocity","Encore Community Services","nonprofit_social_services","high","known nonprofit"
"paylocity","Enovate Consulting LLC","professional_services","medium","titles: civil engineering inspection"
"paylocity","EwingCole, Inc.","professional_services","high","architecture firm"
"paylocity","Fountain House Inc","nonprofit_social_services","high","known mental health nonprofit"
"paylocity","GUARDIAN SECURITY SERVICES, INC.","professional_services","medium","titles: security concierge"
"paylocity","GUARDIAN SERVICE INDUSTRIES","industrial_construction","medium","titles: building engineers, facilities"
"paylocity","Gay Men's Health Crisis Inc","nonprofit_social_services","high","known org, GMHC"
"paylocity","Goldberg Miller & Rubin","professional_services","high","law firm"
"paylocity","Golden Touch Group","consumer_goods","medium","titles: apparel design"
"paylocity","GrowNYC","nonprofit_social_services","high","known nonprofit"
"paylocity","Haddad Brands","consumer_goods","high","childrens apparel"
"paylocity","Happy Corner Hospitality","hospitality_food","medium","titles: restaurant roles"
"paylocity","Heritage Capital Corporation","retail","medium","heritage auctions"
"paylocity","Imogen Roche Foundation Inc","nonprofit_social_services","medium","titles: afterschool programs"
"paylocity","International Center of Photography","nonprofit_social_services","high","arts nonprofit/school"
"paylocity","Jose Andres Group","hospitality_food","high","known restaurant group"
"paylocity","KS Engineers, P.C.","professional_services","high","titles: civil engineering inspection"
"paylocity","KSS Immersion Schools INC","education","high","titles: teachers, school"
"paylocity","Kids Orbit Inc","education","medium","titles: instructors, enrichment"
"paylocity","Kommissary","hospitality_food","medium","titles: production cook, fleet"
"paylocity","Longchamp USA Inc","consumer_goods","high","known luxury brand"
"paylocity","MCM Products USA Inc.","consumer_goods","high","known company, luxury"
"paylocity","MGE DPC","professional_services","medium","MEP engineering firm"
"paylocity","MKG Productions","media_advertising","high","known experiential agency"
"paylocity","Manhattan Psychology Group","healthcare","high","titles: clinical, rn"
"paylocity","Modern Mexican Restaurants","hospitality_food","high","titles: server, bartender"
"paylocity","N Y C District Council Carpenters Welfare Fund","nonprofit_social_services","medium","union benefit fund"
"paylocity","Network Temp Inc","staffing","high","temp agency by name"
"paylocity","New York Civil Liberties Union Foundation","nonprofit_social_services","high","known advocacy org"
"paylocity","New York Kids Club","education","high","preschool teacher titles"
"paylocity","Nexus T","hospitality_food","medium","titles: bartender, line cook"
"paylocity","Prospect Park Alliance Inc","nonprofit_social_services","high","known park nonprofit"
"paylocity","Steinway Inc","industrial_construction","high","known piano manufacturer"
"paylocity","StepStone Hospitality Inc.","hospitality_food","high","hotel operator"
"paylocity","Swedish Institute Inc","education","high","known career college"
"paylocity","Town & Country Living","consumer_goods","high","known home textiles brand"
"paylocity","Upper Manhattan Mental Health Center Inc","healthcare","high","titles: therapist, rn"
"paylocity","Urban Dove Charter School","education","high","charter school"
"paylocity","Vocational Instruction Project Community Services","nonprofit_social_services","high","VIP Community Services"
"paylocity","Vocon Design, Inc.","professional_services","high","architecture design firm"
"paylocity","Young Womens Christian Association of the City of","nonprofit_social_services","high","YWCA"
"workday","2020companies|wd1|external_careers","media_advertising","medium","retail marketing outsourcer"
"workday","acxiomllc|wd5|acxiomusa","media_advertising","medium","known marketing data services"
"workday","aig|wd1|aig","fintech_finance","high","known insurer"
"workday","alston|wd1|externalcareer","professional_services","high","known law firm"
"workday","alto|wd1|fuzehealthcareersite","healthcare","high","known company, pharmacy"
"workday","amcn|wd5|amcnetworks","media_advertising","high","known company"
"workday","ameriprise|wd5|ameriprise","fintech_finance","high","known company"
"workday","aresmgmt|wd1|external","fintech_finance","high","Ares Management"
"workday","aritzia|wd3|external","retail","high","known company"
"workday","armaninollp|wd1|armanino","professional_services","high","known accounting firm"
"workday","asmglobal|wd1|careers","hospitality_food","high","venue management, titles: food service"
"workday","aspca|wd1|aspcawebsite","nonprofit_social_services","high","known company"
"workday","astreya|wd5|life-at-astreya-opportunities","professional_services","medium","it managed services"
"workday","athene|wd5|apollo_careers","fintech_finance","high","known company (Athene/Apollo)"
"workday","athene|wd5|apollononpubliccareersite","fintech_finance","high","Apollo Athene"
"workday","bakertilly|wd5|btcareers","professional_services","high","known company"
"workday","barnard|wd1|faculty","education","high","known college"
"workday","barnard|wd1|staff","education","high","Barnard College"
"workday","bbh|wd5|bbh","fintech_finance","high","known bank"
"workday","blackrock|wd1|blackrock_professional","fintech_finance","high","known company"
"workday","blackstone|wd1|blackstone_campus_careers","fintech_finance","high","known company"
"workday","blackstone|wd1|blackstone_careers","fintech_finance","high","known company"
"workday","blackstone|wd1|blackstone_internalcareers","fintech_finance","high","known company"
"workday","blackstone|wd1|blackstone_technology","fintech_finance","high","known company"
"workday","blackstone|wd1|bx_external_site","fintech_finance","high","known company"
"workday","blueowl|wd1|blueowl","fintech_finance","high","known asset manager"
"workday","bmo|wd3|external","fintech_finance","high","known company"
"workday","bmo|wd3|privileged","fintech_finance","high","known bank"
"workday","brighthorizons|wd5|external-northamerica","education","high","known company, child care"
"workday","brinks|wd5|brinkscareersus","logistics_delivery","high","known cash logistics"
"workday","broadridge|wd5|careers","fintech_finance","high","known company"
"workday","brookfield|wd5|brookfield","fintech_finance","high","known asset manager"
"workday","brookfield|wd5|brookfieldproperties","real_estate_proptech","high","known company"
"workday","bullish|wd3|bullish","crypto","high","known crypto exchange"
"workday","bullish|wd3|coindesk","crypto","high","known company, Bullish/CoinDesk"
"workday","caa|wd1|careers","media_advertising","high","talent agency"
"workday","capgroup|wd1|capitalgroupcareers","fintech_finance","high","known asset manager"
"workday","capitalone|wd12|capital_one","fintech_finance","high","known company"
"workday","caresource|wd1|caresource","healthcare","high","known health insurer"
"workday","cc|wd3|chanelcareers","consumer_goods","high","known Chanel"
"workday","ceritypartners|wd12|ceritypartnerscareers","fintech_finance","high","wealth management"
"workday","christies|wd3|christies_careers","retail","medium","auction house"
"workday","ci|wd3|corient_external_career-site","fintech_finance","high","wealth management"
"workday","clearchanneloutdoor|wd5|cco","media_advertising","high","known company"
"workday","clio|wd3|cliocareersite","software","high","known company"
"workday","clunegc|wd12|clunegc","industrial_construction","high","known general contractor"
"workday","coffeeandbagelbrands|wd1|coffeeandbagelbrands","hospitality_food","high","known company, Einstein/Caribou"
"workday","comcast|wd5|comcast_careers","media_advertising","medium","cable, telecom, NBCU"
"workday","commonpointqueens|wd12|cpq","nonprofit_social_services","high","known community org"
"workday","convive|wd12|lepainquotidien","hospitality_food","high","Le Pain Quotidien"
"workday","convive|wd12|littlebeet","hospitality_food","high","restaurants"
"workday","cornell|wd1|cornellcareerpage","education","high","known university"
"workday","cornell|wd1|cornellpositions","education","high","known university"
"workday","customersbank|wd1|customersbankcareers","fintech_finance","high","known bank"
"workday","cvshealth|wd1|cvs_health_careers","healthcare","high","known company"
"workday","datasite|wd1|datasite","software","high","known company"
"workday","davidyurman|wd1|davidyurmancareers","consumer_goods","high","known jewelry brand"
"workday","davispolk|wd5|business-professionals-services-usa","professional_services","high","known law firm"
"workday","deckers|wd5|deckers","consumer_goods","high","known footwear company"
"workday","deluxe|wd5|usa_can","fintech_finance","high","known payments/checks company"
"workday","dentsuaegis|wd3|dan_global","media_advertising","high","known agency"
"workday","disney|wd5|disneycareer","media_advertising","high","known company"
"workday","djeholdings|wd5|edelman-careers-e200","media_advertising","high","known company (Edelman)"
"workday","djeholdings|wd5|zenocareers","media_advertising","high","known company, Zeno PR agency"
"workday","dlapiper|wd1|dlapiper","professional_services","high","known law firm"
"workday","dollartree|wd5|dollartreeus","retail","high","known company"
"workday","dowjones|wd1|dow_jones_career","media_advertising","high","known company"
"workday","dowjones|wd1|new_york_post_careers","media_advertising","high","New York Post"
"workday","dowjones|wd1|news_corp_careers","media_advertising","high","known company"
"workday","dowjones|wd1|storyful_careers","media_advertising","high","known Dow Jones/Storyful"
"workday","dowjones|wd1|wsj_external_career","media_advertising","high","known publisher"
"workday","eisneramper|wd1|eisneramper_external","professional_services","high","accounting firm"
"workday","eisneramper|wd1|eisneramperearlycareers","professional_services","high","known accounting firm"
"workday","entandallergy|wd501|careers","healthcare","high","known practice"
"workday","etsy|wd5|etsy_careers","software","high","known marketplace"
"workday","exos|wd501|exoscareers","healthcare","low","fitness coaching, no fitness sector"
"workday","fastretailing|wd3|headquarters_us_uniqlo","retail","high","known Uniqlo"
"workday","fastretailing|wd3|retail_us_gu","retail","high","known company"
"workday","fastretailing|wd3|retail_us_uniqlo","retail","high","known company, UNIQLO"
"workday","firstam|wd1|firstamericancareers","fintech_finance","high","known title insurer"
"workday","firststudent|wd1|firststudent","logistics_delivery","high","school bus operator"
"workday","fiserv|wd5|ext","fintech_finance","high","known payments company"
"workday","fivebelow|wd1|fivebelowcareers","retail","high","known company"
"workday","flagstar|wd5|flagstar","fintech_finance","high","known company, Flagstar Bank"
"workday","fortress|wd503|careers","fintech_finance","high","known company"
"workday","fox|wd1|domestic","media_advertising","high","known company"
"workday","fractal|wd1|careers","professional_services","high","known analytics consulting"
"workday","franklintempleton|wd5|primary-external-1","fintech_finance","high","known asset manager"
"workday","gategroup|wd3|gategroup_external_careers","hospitality_food","high","airline catering"
"workday","gellerco|wd1|gellercareers","professional_services","high","known accounting advisory"
"workday","ghc|wd1|framebridge_careers","retail","medium","framebridge custom framing"
"workday","ghr|wd1|lateral-us","fintech_finance","high","Bank of America"
"workday","ghr|wd1|us-emplsv","fintech_finance","high","bank of america board"
"workday","godirect|wd5|voya_jobs","fintech_finance","high","known Voya insurer"
"workday","gtlaw|wd1|gtlaw","professional_services","high","known law firm"
"workday","guardianlife|wd5|guardian-life-careers","fintech_finance","high","known insurer"
"workday","guggenheiminvestment|wd5|external","fintech_finance","high","known asset manager"
"workday","guggenheim|wd1|guggenheim_careers","fintech_finance","high","known company"
"workday","guggenheim|wd1|guggenheim_careers_campus","fintech_finance","high","known investment bank"
"workday","healthfirst|wd1|healthfirst","healthcare","high","known health insurer"
"workday","heidrick|wd1|heidrickandstruggles","staffing","high","known executive search firm"
"workday","herbertsmithfreehills|wd3|external","professional_services","high","known law firm"
"workday","hitt|wd503|hitt","industrial_construction","high","known company, construction"
"workday","hl|wd1|corporate","fintech_finance","high","known, Houlihan Lokey"
"workday","hl|wd1|lateral","fintech_finance","high","known company, Houlihan Lokey"
"workday","horizonmedia|wd1|careeropportunities","media_advertising","high","known media agency"
"workday","hrone|wd1|central_transport","logistics_delivery","high","known LTL carrier"
"workday","hss|wd1|hss_careers","healthcare","high","Hospital for Special Surgery"
"workday","iheartmedia|wd5|external_ihm","media_advertising","high","known company"
"workday","iheartmedia|wd5|ihm_corporate_site","media_advertising","high","known company"
"workday","iheartmedia|wd5|ihm_marketing_site","media_advertising","high","known company"
"workday","iheartmedia|wd5|ihm_sales_site","media_advertising","high","known company"
"workday","ing|wd3|icsgblcor","fintech_finance","high","ING bank"
"workday","integralads|wd1|iascareers","software","high","known company"
"workday","invesco|wd1|ivz","fintech_finance","high","known company"
"workday","invesco|wd1|ivzearlycareers","fintech_finance","high","known company"
"workday","issgovernance|wd1|isscareers","fintech_finance","high","known company, governance data"
"workday","itw|wd5|external","industrial_construction","high","known manufacturer"
"workday","jas|wd1|jascareers","logistics_delivery","high","known freight forwarder"
"workday","jcrew|wd1|friendsfamilycareers","retail","high","known company"
"workday","jcrew|wd1|jcrewcareers","retail","high","known company"
"workday","jcrew|wd1|madewellcareers","retail","high","known company"
"workday","jj|wd5|displacedemployees","biotech_pharma","high","known company, Johnson & Johnson"
"workday","jll|wd1|jllcareers","real_estate_proptech","high","known company"
"workday","keybank|wd5|external_career_site","fintech_finance","high","known company"
"workday","knitwellgroup|wd1|us_corporate_jobs","retail","high","ann taylor/loft parent"
"workday","labcorp|wd1|external","biotech_pharma","high","known company, diagnostics"
"workday","lifetime|wd1|lifetime","hospitality_food","medium","Life Time fitness clubs, closest fit"
"workday","lifung|wd3|funggroup","consumer_goods","medium","Li & Fung sourcing, merchandising"
"workday","lifung|wd3|lifung","consumer_goods","medium","sourcing for apparel/hard goods"
"workday","linklogistics|wd5|link","real_estate_proptech","high","known company"
"workday","livenation|wd503|lnexternalsite","media_advertising","high","known entertainment company"
"workday","liveramp|wd5|liverampcareers","software","high","known adtech platform"
"workday","loewshotels|wd5|loewshotels","hospitality_food","high","known company"
"workday","lowes|wd5|lws_external_cs","retail","high","known company"
"workday","lplfinancial|wd1|bd_partners","fintech_finance","high","known company"
"workday","luxexperience|wd103|luxexperience_careers","retail","high","known, Mytheresa/Net-a-Porter"
"workday","material|wd1|material_external_career_site","media_advertising","high","known company, insights agency"
"workday","mattressfirm|wd1|mattressfirmcareers","retail","high","known company"
"workday","meredith|wd5|ext","media_advertising","high","dotdash meredith publisher"
"workday","metmuseum|wd5|metmuseumcareers","nonprofit_social_services","high","known museum"
"workday","michaels|wd5|external","retail","high","known company"
"workday","millerknoll|wd1|millerknoll","industrial_construction","high","known furniture manufacturer"
"workday","mizuho|wd1|mizuhoamericas","fintech_finance","high","known bank"
"workday","mobility|wd503|mobility","unknown","low","unrecognized, mixed titles"
"workday","moelis|wd1|experienced-hires","fintech_finance","high","known investment bank"
"workday","morningstar|wd5|americas","fintech_finance","high","known company"
"workday","msk|wd108|mskcc_careers_primary","healthcare","high","known hospital"
"workday","ms|wd5|private","fintech_finance","high","known company, morgan stanley"
"workday","mtb|wd5|mtb","fintech_finance","high","known company, M&T Bank"
"workday","mtb|wd5|wtexternal","fintech_finance","high","known bank, M&T"
"workday","mufgub|wd3|mufg-careers","fintech_finance","high","MUFG bank"
"workday","mufgub|wd3|mufg-earlycareers","fintech_finance","high","known bank"
"workday","mwe|wd5|mwe_careers","professional_services","high","known law firm"
"workday","mywdhr|wd1|sfa_careers","retail","high","Saks Fifth Avenue"
"workday","nasdaq|wd1|global_external_site","fintech_finance","high","known company"
"workday","nb|wd1|nbcareers","fintech_finance","high","Neuberger Berman"
"workday","nb|wd1|pwm","fintech_finance","high","known company (Neuberger Berman)"
"workday","ncratleos|wd1|ext_atleos_us","industrial_construction","high","known ATM hardware"
"workday","nidec|wd1|nidec","industrial_construction","high","known motor manufacturer"
"workday","nycsca|wd1|external_career_site","government_public","high","nyc school construction authority"
"workday","nyp|wd1|nypcareers","healthcare","high","NewYork-Presbyterian"
"workday","omers|wd3|omers_external","fintech_finance","high","known pension fund"
"workday","oneoncology|wd1|nycbs","healthcare","high","known oncology practice"
"workday","oneoncology|wd1|nyh","healthcare","high","known oncology practices"
"workday","oneoncology|wd1|nyi","healthcare","high","known oncology network"
"workday","outfrontmedia|wd1|outfrontmedia","media_advertising","high","known company"
"workday","oxford|wd5|tommybahamaus","consumer_goods","high","known apparel brand"
"workday","panerabread|wd5|panera_careers","hospitality_food","high","known company"
"workday","paypal|wd1|jobs","fintech_finance","high","known company"
"workday","peets|wd12|peets","hospitality_food","high","known coffee chain"
"workday","perkinscoie|wd115|perkinscoieexternal","professional_services","high","known law firm"
"workday","pfizer|wd1|internaljobs","biotech_pharma","high","known company"
"workday","pfizer|wd1|pfizercareers","biotech_pharma","high","known company"
"workday","pimco|wd1|pimco-careers","fintech_finance","high","known company"
"workday","pipersandler|wd501|piper_sandler_careers","fintech_finance","high","known investment bank"
"workday","pjtpartners|wd1|careers","fintech_finance","high","known investment bank"
"workday","priceline|wd1|bookingholdings","software","high","known travel marketplace"
"workday","progyny|wd5|progyny","healthcare","high","known company"
"workday","pvh|wd1|pvh_careers","consumer_goods","high","known company"
"workday","pwc|wd3|us_entry_level_careers","professional_services","high","known company"
"workday","pwc|wd3|us_experienced_careers","professional_services","high","known company"
"workday","rbc|wd3|rbcearlytalent1","fintech_finance","high","known company"
"workday","rb|wd5|frs","government_public","high","federal reserve"
"workday","reitmr|wd5|sonesta","hospitality_food","high","known hotel chain"
"workday","rfcuny|wd108|rfcuny","education","high","Research Foundation CUNY"
"workday","roberthalf|wd1|protivitiexperiencedcareers","professional_services","high","known, Protiviti consulting"
"workday","roberthalf|wd1|protivitina","professional_services","high","Protiviti consulting"
"workday","rothschildandco|wd3|rothschildandco_lateral","fintech_finance","high","known company"
"workday","rsm|wd1|rsmcareers","professional_services","high","known company"
"workday","rumcsi|wd5|rumc","healthcare","high","Richmond University Medical Center"
"workday","santander|wd3|santandercareers","fintech_finance","high","known company"
"workday","sbcos|wd1|sbcos2","hospitality_food","high","titles: hotel roles"
"workday","scholastic|wd5|external","media_advertising","high","known publisher"
"workday","sec|wd3|samsung_careers","industrial_construction","high","semiconductor fab"
"workday","shakeshack|wd5|external","hospitality_food","high","known company"
"workday","shhotelsandresorts|wd12|shg","hospitality_food","high","known hotel group"
"workday","shm|wd5|summit_citymd","healthcare","high","Summit Health CityMD"
"workday","shutterstock|wd1|shutterstockcareers","media_advertising","high","known stock content company"
"workday","signetjewelers|wd1|bluenile","retail","high","Blue Nile"
"workday","signetjewelers|wd1|signetcorporatecareers","retail","high","known jewelry retailer"
"workday","signetjewelers|wd1|signetjeweleryretailsales","retail","high","known company"
"workday","simcorp|wd3|simcorp_jobs","software","high","known investment software"
"workday","simonsfoundation|wd1|simonsfoundationcareers","nonprofit_social_services","high","known foundation"
"workday","situsamc|wd1|situsamc","real_estate_proptech","high","CRE loan services"
"workday","skadden|wd5|skadden_careers","professional_services","high","law firm"
"workday","som|wd5|external","professional_services","high","known architecture firm"
"workday","sonder|wd1|join_sonder","hospitality_food","high","known hospitality company"
"workday","sonyglobal|wd1|sonyglobalcareers","media_advertising","high","known Sony"
"workday","spgi|wd5|spgi_careers","fintech_finance","high","S&P Global"
"workday","spgi|wd5|spgi_internal","fintech_finance","high","S&P Global"
"workday","stagecoach|wd3|external","logistics_delivery","high","known UK bus operator"
"workday","starrcompanies|wd1|careers","fintech_finance","high","known insurer"
"workday","sterlingmets|wd5|mets","media_advertising","high","known company, NY Mets"
"workday","stvinc|wd5|stv","professional_services","high","known engineering firm"
"workday","swarovski|wd3|swarovski","consumer_goods","high","known company"
"workday","synechron|wd1|synechroncareers","professional_services","high","known company"
"workday","tapestry|wd108|tapestry_careers","consumer_goods","high","known company"
"workday","target|wd5|targetcareers","retail","high","known company"
"workday","teamwass|wd5|wassermancareers","media_advertising","high","sports marketing agency"
"workday","theirc|wd1|external_careers","nonprofit_social_services","high","known org"
"workday","thejacksonlaboratory|wd503|external_jax","biotech_pharma","high","known research lab"
"workday","tinuiti|wd12|tinuiti","media_advertising","high","performance marketing agency"
"workday","tmobile|wd1|external","retail","medium","telecom, retail store titles"
"workday","topgolf|wd501|topgolfcareers","hospitality_food","high","known company"
"workday","toryburch|wd1|toryburchcareers","consumer_goods","high","known apparel brand"
"workday","tp|wd107|tp-icap","fintech_finance","high","known interdealer broker"
"workday","truist|wd1|careers","fintech_finance","high","known company"
"workday","uhyus|wd12|uhy","professional_services","high","known accounting firm"
"workday","umusic|wd5|umgus","media_advertising","high","known company"
"workday","univision|wd1|external","media_advertising","high","known company"
"workday","verizon|wd12|verizon-careers","industrial_construction","high","known telecom utility"
"workday","vibrant|wd5|veh_external_career_site","nonprofit_social_services","high","known company"
"workday","weforum|wd3|forum_careers","nonprofit_social_services","high","known, World Economic Forum"
"workday","wegmans|wd1|wegmans","retail","high","known grocer"
"workday","weil|wd1|work_at_weil","professional_services","high","known law firm"
"workday","wework|wd1|wework","real_estate_proptech","high","known coworking"
"workday","wf|wd1|wellsfargojobs","fintech_finance","high","known company"
"workday","wk|wd3|external","software","high","known Wolters Kluwer"
"workday","wmeimg|wd1|160over90us","media_advertising","high","known agency"
"workday","wmeimg|wd1|wme","media_advertising","high","known talent agency"
"workday","wmeimg|wd1|wmegrp","media_advertising","high","known company, WME/Endeavor"
"workday","wonder|wd1|grubhub_careers","logistics_delivery","high","grubhub food delivery"
"workday","workday|wd5|workday","software","high","known company"
"workday","wwecorp|wd5|tko","media_advertising","high","known company"
"workday","yai|wd5|careers","nonprofit_social_services","high","known disability nonprofit"
